token,removed_token_count,token_appearance_count,relative_removal
discovered,26,33,0.7878787878787878
mol,26,27,0.9629629629629629
unch,26,28,0.9285714285714286
enter,26,30,0.8666666666666667
ime,26,30,0.8666666666666667
commercial,26,32,0.8125
ying,26,38,0.6842105263157895
sun,26,33,0.7878787878787878
berg,26,36,0.7222222222222222
civil,26,27,0.9629629629629629
gotten,26,37,0.7027027027027027
revolution,26,32,0.8125
develop,26,26,1.0
irritating,26,27,0.9629629629629629
fly,26,35,0.7428571428571429
seven,26,40,0.65
passion,26,33,0.7878787878787878
hitler,26,29,0.896551724137931
bach,26,31,0.8387096774193549
ladies,26,32,0.8125
bruce,26,34,0.7647058823529411
empty,26,29,0.896551724137931
dennis,26,26,1.0
mp,26,29,0.896551724137931
wing,26,32,0.8125
singer,26,32,0.8125
driven,26,32,0.8125
hadn,26,29,0.896551724137931
ost,26,30,0.8666666666666667
".,",26,30,0.8666666666666667
navy,26,28,0.9285714285714286
humanity,26,36,0.7222222222222222
battles,26,30,0.8666666666666667
plin,26,28,0.9285714285714286
ax,26,28,0.9285714285714286
mat,26,31,0.8387096774193549
ido,26,32,0.8125
bour,26,29,0.896551724137931
glimpse,25,28,0.8928571428571429
native,25,26,0.9615384615384616
dub,25,28,0.8928571428571429
halloween,25,28,0.8928571428571429
terror,25,27,0.9259259259259259
sides,25,30,0.8333333333333334
task,25,26,0.9615384615384616
intensity,25,29,0.8620689655172413
bigger,25,44,0.5681818181818182
ya,25,33,0.7575757575757576
believes,25,34,0.7352941176470589
py,25,26,0.9615384615384616
luck,25,43,0.5813953488372093
hick,25,25,1.0
cal,25,27,0.9259259259259259
heroes,25,30,0.8333333333333334
rip,25,43,0.5813953488372093
meanwhile,25,33,0.7575757575757576
ering,25,33,0.7575757575757576
conclusion,25,63,0.3968253968253968
crude,25,26,0.9615384615384616
training,25,26,0.9615384615384616
guilty,25,29,0.8620689655172413
bits,25,28,0.8928571428571429
ified,25,35,0.7142857142857143
honestly,25,45,0.5555555555555556
witness,25,28,0.8928571428571429
hom,25,28,0.8928571428571429
context,25,29,0.8620689655172413
warning,25,33,0.7575757575757576
vis,25,27,0.9259259259259259
ics,25,35,0.7142857142857143
bound,25,29,0.8620689655172413
jo,25,31,0.8064516129032258
asked,25,33,0.7575757575757576
ress,25,37,0.6756756756756757
fest,25,31,0.8064516129032258
wear,25,31,0.8064516129032258
pp,25,27,0.9259259259259259
corn,25,26,0.9615384615384616
spoilers,25,25,1.0
pit,25,28,0.8928571428571429
akes,25,35,0.7142857142857143
theatre,25,32,0.78125
reaction,25,26,0.9615384615384616
desperate,25,30,0.8333333333333334
max,25,27,0.9259259259259259
lucky,25,27,0.9259259259259259
pulled,25,33,0.7575757575757576
semi,25,32,0.78125
stated,25,36,0.6944444444444444
hen,25,33,0.7575757575757576
stock,25,34,0.7352941176470589
ured,25,26,0.9615384615384616
mini,25,31,0.8064516129032258
que,25,38,0.6578947368421053
ara,25,31,0.8064516129032258
debut,25,34,0.7352941176470589
allows,25,30,0.8333333333333334
cameo,25,35,0.7142857142857143
hyp,25,27,0.9259259259259259
football,25,28,0.8928571428571429
learning,25,38,0.6578947368421053
lock,25,30,0.8333333333333334
jet,25,28,0.8928571428571429
center,25,30,0.8333333333333334
tend,25,32,0.78125
moore,25,29,0.8620689655172413
brown,25,31,0.8064516129032258
sir,25,26,0.9615384615384616
***,25,47,0.5319148936170213
executed,25,27,0.9259259259259259
ryan,25,30,0.8333333333333334
angles,25,33,0.7575757575757576
conf,25,25,1.0
crimes,25,28,0.8928571428571429
santa,25,31,0.8064516129032258
excited,25,37,0.6756756756756757
!!!!,25,35,0.7142857142857143
woody,25,27,0.9259259259259259
creature,25,29,0.8620689655172413
lie,25,30,0.8333333333333334
ren,25,29,0.8620689655172413
wayne,25,33,0.7575757575757576
ci,25,28,0.8928571428571429
mob,25,25,1.0
jay,25,26,0.9615384615384616
spanish,25,27,0.9259259259259259
effectively,25,28,0.8928571428571429
demons,25,27,0.9259259259259259
urban,25,28,0.8928571428571429
stan,25,28,0.8928571428571429
village,25,25,1.0
lincoln,25,31,0.8064516129032258
erotic,24,27,0.8888888888888888
model,24,32,0.75
race,24,32,0.75
asian,24,27,0.8888888888888888
color,24,48,0.5
random,24,36,0.6666666666666666
ink,24,29,0.8275862068965517
bert,24,25,0.96
reg,24,26,0.9230769230769231
pleasant,24,31,0.7741935483870968
batman,24,29,0.8275862068965517
val,24,26,0.9230769230769231
influence,24,27,0.8888888888888888
dom,24,24,1.0
ets,24,32,0.75
recall,24,31,0.7741935483870968
urt,24,24,1.0
identity,24,26,0.9230769230769231
attitude,24,28,0.8571428571428571
strength,24,37,0.6486486486486487
continues,24,38,0.631578947368421
rell,24,26,0.9230769230769231
haunted,24,26,0.9230769230769231
ence,24,26,0.9230769230769231
essentially,24,30,0.8
balance,24,26,0.9230769230769231
kevin,24,26,0.9230769230769231
rise,24,33,0.7272727272727273
punch,24,34,0.7058823529411765
security,24,31,0.7741935483870968
carries,24,28,0.8571428571428571
judge,24,33,0.7272727272727273
speech,24,34,0.7058823529411765
stunt,24,27,0.8888888888888888
grave,24,33,0.7272727272727273
ines,24,32,0.75
creating,24,29,0.8275862068965517
ashing,24,25,0.96
flawed,24,27,0.8888888888888888
frightening,24,34,0.7058823529411765
ises,24,26,0.9230769230769231
dying,24,32,0.75
media,24,32,0.75
thrill,24,36,0.6666666666666666
wright,24,29,0.8275862068965517
universal,24,30,0.8
ously,24,28,0.8571428571428571
ome,24,30,0.8
eston,24,27,0.8888888888888888
romero,24,26,0.9230769230769231
reporter,24,26,0.9230769230769231
plots,24,30,0.8
teacher,24,32,0.75
president,24,24,1.0
parker,24,29,0.8275862068965517
ment,24,34,0.7058823529411765
eight,24,38,0.631578947368421
terribly,24,31,0.7741935483870968
ound,24,26,0.9230769230769231
began,24,33,0.7272727272727273
animal,24,32,0.75
aks,24,28,0.8571428571428571
lies,24,32,0.75
included,24,30,0.8
hall,24,28,0.8571428571428571
reveal,24,28,0.8571428571428571
chuck,24,26,0.9230769230769231
laughter,24,41,0.5853658536585366
icks,24,26,0.9230769230769231
fairy,24,28,0.8571428571428571
rey,24,26,0.9230769230769231
curtis,24,28,0.8571428571428571
dy,24,26,0.9230769230769231
study,24,32,0.75
handled,24,27,0.8888888888888888
arr,24,24,1.0
rot,24,28,0.8571428571428571
existence,24,35,0.6857142857142857
caused,24,26,0.9230769230769231
ere,24,25,0.96
captures,24,34,0.7058823529411765
ensemble,24,27,0.8888888888888888
unbelievable,23,44,0.5227272727272727
suggest,23,47,0.48936170212765956
azy,23,25,0.92
range,23,25,0.92
theatrical,23,27,0.8518518518518519
foreign,23,30,0.7666666666666667
obsession,23,24,0.9583333333333334
knowledge,23,37,0.6216216216216216
reputation,23,29,0.7931034482758621
engaging,23,26,0.8846153846153846
ered,23,32,0.71875
delightful,23,33,0.696969696969697
hum,23,27,0.8518518518518519
oor,23,26,0.8846153846153846
ree,23,24,0.9583333333333334
accepted,23,25,0.92
trek,23,24,0.9583333333333334
rescue,23,26,0.8846153846153846
constantly,23,55,0.41818181818181815
capable,23,26,0.8846153846153846
cher,23,29,0.7931034482758621
stanley,23,26,0.8846153846153846
dress,23,25,0.92
finale,23,28,0.8214285714285714
underrated,23,33,0.696969696969697
unrealistic,23,27,0.8518518518518519
passed,23,26,0.8846153846153846
community,23,33,0.696969696969697
orn,23,25,0.92
1970,23,26,0.8846153846153846
noble,23,25,0.92
base,23,24,0.9583333333333334
bears,23,27,0.8518518518518519
bon,23,28,0.8214285714285714
nation,23,32,0.71875
ruth,23,24,0.9583333333333334
confusing,23,37,0.6216216216216216
southern,23,25,0.92
fare,23,28,0.8214285714285714
buster,23,25,0.92
forgotten,23,40,0.575
forces,23,33,0.696969696969697
thin,23,38,0.6052631578947368
surface,23,27,0.8518518518518519
donald,23,26,0.8846153846153846
pin,23,30,0.7666666666666667
painfully,23,33,0.696969696969697
decision,23,27,0.8518518518518519
till,23,26,0.8846153846153846
ressed,23,27,0.8518518518518519
eness,23,24,0.9583333333333334
snow,23,25,0.92
zero,23,34,0.6764705882352942
struggling,23,25,0.92
ied,23,28,0.8214285714285714
productions,23,28,0.8214285714285714
drag,23,24,0.9583333333333334
appealing,23,27,0.8518518518518519
voices,23,32,0.71875
comp,23,24,0.9583333333333334
dangerous,23,27,0.8518518518518519
);,23,30,0.7666666666666667
treated,23,24,0.9583333333333334
saved,23,29,0.7931034482758621
delivery,23,26,0.8846153846153846
hong,23,23,1.0
ities,23,27,0.8518518518518519
karl,23,26,0.8846153846153846
therefore,23,26,0.8846153846153846
exact,23,28,0.8214285714285714
featured,23,25,0.92
1930,23,26,0.8846153846153846
reminiscent,23,24,0.9583333333333334
entertain,23,30,0.7666666666666667
oc,23,30,0.7666666666666667
explained,23,27,0.8518518518518519
travel,23,30,0.7666666666666667
hoffman,23,28,0.8214285714285714
facts,23,24,0.9583333333333334
pie,23,30,0.7666666666666667
saturday,23,25,0.92
aire,23,28,0.8214285714285714
"!),",23,26,0.8846153846153846
youth,23,32,0.71875
storm,23,27,0.8518518518518519
hunt,23,27,0.8518518518518519
def,23,31,0.7419354838709677
believed,23,27,0.8518518518518519
alexander,23,25,0.92
carpenter,23,26,0.8846153846153846
parody,23,28,0.8214285714285714
bloody,23,35,0.6571428571428571
internet,23,25,0.92
"""?",23,26,0.8846153846153846
private,23,24,0.9583333333333334
zz,23,30,0.7666666666666667
terrifying,23,25,0.92
robot,23,27,0.8518518518518519
cia,23,24,0.9583333333333334
ani,23,28,0.8214285714285714
convinced,23,26,0.8846153846153846
aware,23,31,0.7419354838709677
awkward,23,31,0.7419354838709677
orious,23,26,0.8846153846153846
feed,23,25,0.92
madonna,23,29,0.7931034482758621
surprising,23,34,0.6764705882352942
anthony,23,24,0.9583333333333334
brendan,23,23,1.0
wonderfully,23,35,0.6571428571428571
christy,23,24,0.9583333333333334
gandhi,23,23,1.0
movement,22,35,0.6285714285714286
ette,22,33,0.6666666666666666
correct,22,26,0.8461538461538461
closer,22,23,0.9565217391304348
oring,22,23,0.9565217391304348
wr,22,26,0.8461538461538461
unnecessary,22,37,0.5945945945945946
sleep,22,36,0.6111111111111112
environment,22,22,1.0
strip,22,27,0.8148148148148148
types,22,26,0.8461538461538461
normally,22,30,0.7333333333333333
perspective,22,30,0.7333333333333333
jennifer,22,29,0.7586206896551724
ana,22,28,0.7857142857142857
ta,22,27,0.8148148148148148
inal,22,26,0.8461538461538461
lesbian,22,27,0.8148148148148148
everyday,22,27,0.8148148148148148
mediocre,22,37,0.5945945945945946
largely,22,28,0.7857142857142857
text,22,36,0.6111111111111112
technology,22,26,0.8461538461538461
valentine,22,25,0.88
grown,22,26,0.8461538461538461
picking,22,23,0.9565217391304348
protagonist,22,24,0.9166666666666666
du,22,24,0.9166666666666666
convince,22,23,0.9565217391304348
satire,22,31,0.7096774193548387
dollars,22,26,0.8461538461538461
risk,22,28,0.7857142857142857
gonna,22,24,0.9166666666666666
massive,22,30,0.7333333333333333
market,22,29,0.7586206896551724
false,22,24,0.9166666666666666
dec,22,23,0.9565217391304348
pen,22,22,1.0
ug,22,24,0.9166666666666666
mouth,22,31,0.7096774193548387
emotionally,22,29,0.7586206896551724
drunk,22,35,0.6285714285714286
pot,22,29,0.7586206896551724
daughters,22,28,0.7857142857142857
steven,22,25,0.88
cash,22,29,0.7586206896551724
patrick,22,27,0.8148148148148148
failure,22,29,0.7586206896551724
ive,22,32,0.6875
ooky,22,23,0.9565217391304348
literally,22,52,0.4230769230769231
deals,22,27,0.8148148148148148
drives,22,23,0.9565217391304348
inf,22,23,0.9565217391304348
escapes,22,26,0.8461538461538461
feet,22,26,0.8461538461538461
rule,22,26,0.8461538461538461
ific,22,23,0.9565217391304348
standing,22,29,0.7586206896551724
machine,22,24,0.9166666666666666
boll,22,22,1.0
blind,22,28,0.7857142857142857
frame,22,27,0.8148148148148148
iting,22,29,0.7586206896551724
safe,22,31,0.7096774193548387
presents,22,25,0.88
conn,22,23,0.9565217391304348
lam,22,26,0.8461538461538461
suffer,22,24,0.9166666666666666
samurai,22,25,0.88
cuts,22,27,0.8148148148148148
spoof,22,22,1.0
embarrassed,22,25,0.88
oll,22,26,0.8461538461538461
ric,22,27,0.8148148148148148
adventures,22,35,0.6285714285714286
cook,22,25,0.88
crafted,22,27,0.8148148148148148
mildly,22,27,0.8148148148148148
pool,22,24,0.9166666666666666
dated,22,36,0.6111111111111112
protect,22,24,0.9166666666666666
delivered,22,23,0.9565217391304348
uss,22,27,0.8148148148148148
sheriff,22,25,0.88
regular,22,30,0.7333333333333333
2005,22,24,0.9166666666666666
nelson,22,31,0.7096774193548387
rolling,22,29,0.7586206896551724
sport,22,24,0.9166666666666666
crowd,22,28,0.7857142857142857
fame,22,30,0.7333333333333333
ute,22,33,0.6666666666666666
weapons,22,26,0.8461538461538461
indian,22,35,0.6285714285714286
butt,22,25,0.88
trick,22,25,0.88
mainly,22,28,0.7857142857142857
cultural,22,27,0.8148148148148148
philip,22,24,0.9166666666666666
golden,22,27,0.8148148148148148
ini,22,33,0.6666666666666666
rad,22,24,0.9166666666666666
cro,22,23,0.9565217391304348
wolf,22,27,0.8148148148148148
anime,22,26,0.8461538461538461
lewis,22,27,0.8148148148148148
joh,22,24,0.9166666666666666
rooney,22,23,0.9565217391304348
masters,21,22,0.9545454545454546
ays,21,22,0.9545454545454546
fortunately,21,25,0.84
lonely,21,23,0.9130434782608695
ugly,21,31,0.6774193548387096
technique,21,23,0.9130434782608695
bug,21,23,0.9130434782608695
mexico,21,23,0.9130434782608695
hipp,21,25,0.84
costume,21,25,0.84
exploitation,21,23,0.9130434782608695
designed,21,25,0.84
germany,21,26,0.8076923076923077
treatment,21,26,0.8076923076923077
price,21,33,0.6363636363636364
constant,21,27,0.7777777777777778
weeks,21,24,0.875
rit,21,21,1.0
kar,21,23,0.9130434782608695
realized,21,30,0.7
soap,21,27,0.7777777777777778
references,21,31,0.6774193548387096
universe,21,21,1.0
spectacular,21,33,0.6363636363636364
personality,21,37,0.5675675675675675
unny,21,25,0.84
talks,21,30,0.7
remarkable,21,31,0.6774193548387096
ide,21,31,0.6774193548387096
robin,21,28,0.75
critic,21,23,0.9130434782608695
fascinating,21,37,0.5675675675675675
afford,21,21,1.0
krist,21,21,1.0
friday,21,24,0.875
ese,21,28,0.75
research,21,26,0.8076923076923077
17,21,30,0.7
harsh,21,28,0.75
misc,21,24,0.875
uncon,21,23,0.9130434782608695
humorous,21,31,0.6774193548387096
witch,21,24,0.875
ists,21,32,0.65625
performing,21,21,1.0
feat,21,22,0.9545454545454546
menacing,21,22,0.9545454545454546
anne,21,26,0.8076923076923077
teens,21,22,0.9545454545454546
cle,21,24,0.875
ene,21,24,0.875
bin,21,27,0.7777777777777778
assume,21,25,0.84
bud,21,22,0.9545454545454546
mag,21,26,0.8076923076923077
trans,21,22,0.9545454545454546
category,21,27,0.7777777777777778
national,21,30,0.7
heck,21,28,0.75
orman,21,23,0.9130434782608695
offensive,21,28,0.75
ludicrous,21,29,0.7241379310344828
wondering,21,44,0.4772727272727273
meaningful,21,29,0.7241379310344828
bothered,21,24,0.875
obsessed,21,24,0.875
plastic,21,25,0.84
maid,21,22,0.9545454545454546
arms,21,25,0.84
overd,21,23,0.9130434782608695
occurs,21,23,0.9130434782608695
britain,21,27,0.7777777777777778
professor,21,22,0.9545454545454546
morning,21,24,0.875
tied,21,21,1.0
sympathetic,21,29,0.7241379310344828
craft,21,26,0.8076923076923077
insult,21,32,0.65625
hearing,21,23,0.9130434782608695
subsequent,21,22,0.9545454545454546
combined,21,26,0.8076923076923077
je,21,24,0.875
experienced,21,32,0.65625
gan,21,22,0.9545454545454546
sim,21,23,0.9130434782608695
ologist,21,21,1.0
sucked,21,29,0.7241379310344828
uns,21,24,0.875
oss,21,24,0.875
decade,21,32,0.65625
hopeless,21,27,0.7777777777777778
extras,21,28,0.75
nicely,21,35,0.6
extent,21,24,0.875
figured,21,23,0.9130434782608695
inn,21,25,0.84
lou,21,24,0.875
interview,21,24,0.875
sticks,21,26,0.8076923076923077
iro,21,26,0.8076923076923077
persona,21,23,0.9130434782608695
rec,21,23,0.9130434782608695
sequels,21,28,0.75
cious,21,23,0.9130434782608695
proper,21,34,0.6176470588235294
previously,21,25,0.84
broadway,21,21,1.0
aging,21,22,0.9545454545454546
ult,21,22,0.9545454545454546
models,21,24,0.875
cons,21,23,0.9130434782608695
carrying,21,21,1.0
mate,21,26,0.8076923076923077
lawyer,21,27,0.7777777777777778
andrew,21,21,1.0
rough,21,24,0.875
packed,21,24,0.875
tank,21,24,0.875
commentary,21,29,0.7241379310344828
instantly,21,25,0.84
"""),",21,22,0.9545454545454546
bath,21,21,1.0
mainstream,21,23,0.9130434782608695
inspector,21,21,1.0
picks,21,23,0.9130434782608695
ginger,21,21,1.0
glover,21,24,0.875
noticed,20,28,0.7142857142857143
ography,20,28,0.7142857142857143
ror,20,23,0.8695652173913043
impl,20,20,1.0
lazy,20,23,0.8695652173913043
gro,20,21,0.9523809523809523
degree,20,25,0.8
execution,20,20,1.0
directly,20,23,0.8695652173913043
credibility,20,23,0.8695652173913043
majority,20,29,0.6896551724137931
rarely,20,35,0.5714285714285714
flashbacks,20,23,0.8695652173913043
unknown,20,30,0.6666666666666666
sympathy,20,28,0.7142857142857143
essence,20,24,0.8333333333333334
roo,20,22,0.9090909090909091
classics,20,31,0.6451612903225806
saving,20,25,0.8
families,20,26,0.7692307692307693
attempting,20,25,0.8
ula,20,22,0.9090909090909091
tre,20,21,0.9523809523809523
irony,20,25,0.8
screaming,20,25,0.8
behavior,20,23,0.8695652173913043
holding,20,25,0.8
card,20,22,0.9090909090909091
spends,20,23,0.8695652173913043
trilogy,20,24,0.8333333333333334
quirky,20,22,0.9090909090909091
cent,20,23,0.8695652173913043
deserve,20,43,0.46511627906976744
ora,20,22,0.9090909090909091
rings,20,29,0.6896551724137931
paint,20,21,0.9523809523809523
ze,20,24,0.8333333333333334
gruesome,20,21,0.9523809523809523
refreshing,20,31,0.6451612903225806
breathtaking,20,27,0.7407407407407407
dreadful,20,31,0.6451612903225806
hotel,20,25,0.8
mindless,20,25,0.8
pile,20,27,0.7407407407407407
cam,20,21,0.9523809523809523
author,20,25,0.8
practically,20,33,0.6060606060606061
locked,20,22,0.9090909090909091
sel,20,25,0.8
ross,20,21,0.9523809523809523
itter,20,22,0.9090909090909091
spending,20,21,0.9523809523809523
flaw,20,25,0.8
candy,20,27,0.7407407407407407
greater,20,25,0.8
rub,20,22,0.9090909090909091
sem,20,21,0.9523809523809523
bog,20,20,1.0
cur,20,22,0.9090909090909091
izes,20,22,0.9090909090909091
soy,20,22,0.9090909090909091
rules,20,26,0.7692307692307693
spite,20,20,1.0
gordon,20,27,0.7407407407407407
claims,20,27,0.7407407407407407
desire,20,31,0.6451612903225806
borg,20,21,0.9523809523809523
praise,20,33,0.6060606060606061
propaganda,20,28,0.7142857142857143
learned,20,31,0.6451612903225806
join,20,21,0.9523809523809523
scenario,20,21,0.9523809523809523
cowboy,20,28,0.7142857142857143
conve,20,22,0.9090909090909091
ww,20,24,0.8333333333333334
iotic,20,21,0.9523809523809523
received,20,28,0.7142857142857143
oke,20,28,0.7142857142857143
clue,20,25,0.8
bag,20,24,0.8333333333333334
shorts,20,24,0.8333333333333334
serve,20,20,1.0
jewish,20,23,0.8695652173913043
springer,20,20,1.0
commit,20,21,0.9523809523809523
destroy,20,26,0.7692307692307693
grat,20,24,0.8333333333333334
focuses,20,24,0.8333333333333334
satisfying,20,30,0.6666666666666666
affection,20,21,0.9523809523809523
window,20,23,0.8695652173913043
omb,20,25,0.8
itation,20,25,0.8
psychological,20,24,0.8333333333333334
achieve,20,26,0.7692307692307693
depiction,20,25,0.8
purely,20,21,0.9523809523809523
comfortable,20,28,0.7142857142857143
nevertheless,20,25,0.8
sinister,20,23,0.8695652173913043
relevant,20,24,0.8333333333333334
press,20,23,0.8695652173913043
eating,20,27,0.7407407407407407
genuinely,20,29,0.6896551724137931
princess,20,23,0.8695652173913043
faced,20,22,0.9090909090909091
fits,20,30,0.6666666666666666
ality,20,25,0.8
shocked,20,24,0.8333333333333334
keeping,20,33,0.6060606060606061
dist,20,21,0.9523809523809523
split,20,22,0.9090909090909091
supernatural,20,25,0.8
treasure,20,22,0.9090909090909091
viewed,20,22,0.9090909090909091
ni,20,24,0.8333333333333334
buffalo,20,22,0.9090909090909091
india,20,23,0.8695652173913043
nuclear,20,23,0.8695652173913043
gret,20,21,0.9523809523809523
solo,20,25,0.8
issy,20,22,0.9090909090909091
oscars,20,26,0.7692307692307693
1990,20,23,0.8695652173913043
abel,20,20,1.0
magnificent,20,25,0.8
kov,20,21,0.9523809523809523
danny,19,21,0.9047619047619048
arn,19,19,1.0
service,19,30,0.6333333333333333
produce,19,24,0.7916666666666666
tales,19,22,0.8636363636363636
endless,19,24,0.7916666666666666
superior,19,29,0.6551724137931034
sav,19,20,0.95
ultra,19,23,0.8260869565217391
letter,19,22,0.8636363636363636
forever,19,66,0.2878787878787879
rented,19,21,0.9047619047619048
appearing,19,21,0.9047619047619048
ately,19,21,0.9047619047619048
replaced,19,21,0.9047619047619048
ored,19,22,0.8636363636363636
heavily,19,28,0.6785714285714286
mexican,19,21,0.9047619047619048
excitement,19,28,0.6785714285714286
established,19,24,0.7916666666666666
steps,19,23,0.8260869565217391
cooper,19,22,0.8636363636363636
prime,19,23,0.8260869565217391
pun,19,23,0.8260869565217391
flow,19,22,0.8636363636363636
ips,19,24,0.7916666666666666
ances,19,23,0.8260869565217391
iss,19,23,0.8260869565217391
murderer,19,23,0.8260869565217391
via,19,21,0.9047619047619048
restaurant,19,23,0.8260869565217391
driving,19,30,0.6333333333333333
relief,19,32,0.59375
committed,19,25,0.76
freak,19,23,0.8260869565217391
jamie,19,23,0.8260869565217391
locations,19,27,0.7037037037037037
sports,19,31,0.6129032258064516
decap,19,20,0.95
trial,19,24,0.7916666666666666
claim,19,23,0.8260869565217391
states,19,26,0.7307692307692307
moved,19,32,0.59375
pg,19,22,0.8636363636363636
hated,19,25,0.76
lacking,19,35,0.5428571428571428
carried,19,20,0.95
unfortunate,19,25,0.76
ook,19,21,0.9047619047619048
accidentally,19,23,0.8260869565217391
loses,19,23,0.8260869565217391
encounter,19,22,0.8636363636363636
frankly,19,27,0.7037037037037037
bell,19,22,0.8636363636363636
sters,19,20,0.95
angels,19,21,0.9047619047619048
authentic,19,23,0.8260869565217391
seasons,19,22,0.8636363636363636
tit,19,23,0.8260869565217391
host,19,27,0.7037037037037037
chains,19,20,0.95
shocking,19,27,0.7037037037037037
hang,19,22,0.8636363636363636
danger,19,31,0.6129032258064516
pushed,19,22,0.8636363636363636
facial,19,20,0.95
tro,19,19,1.0
faithful,19,24,0.7916666666666666
asking,19,23,0.8260869565217391
crack,19,24,0.7916666666666666
site,19,22,0.8636363636363636
"?),",19,23,0.8260869565217391
throws,19,20,0.95
revolves,19,20,0.95
clown,19,23,0.8260869565217391
exp,19,21,0.9047619047619048
circumstances,19,29,0.6551724137931034
ja,19,22,0.8636363636363636
starred,19,20,0.95
ancers,19,21,0.9047619047619048
walker,19,19,1.0
investigate,19,21,0.9047619047619048
gregory,19,21,0.9047619047619048
tear,19,27,0.7037037037037037
ase,19,23,0.8260869565217391
united,19,22,0.8636363636363636
surrounded,19,20,0.95
competent,19,21,0.9047619047619048
ians,19,26,0.7307692307692307
abandoned,19,20,0.95
overly,19,29,0.6551724137931034
susan,19,22,0.8636363636363636
dressed,19,22,0.8636363636363636
ning,19,34,0.5588235294117647
ark,19,21,0.9047619047619048
handed,19,29,0.6551724137931034
countries,19,24,0.7916666666666666
tender,19,19,1.0
mann,19,21,0.9047619047619048
okes,19,21,0.9047619047619048
separate,19,20,0.95
appreciated,19,27,0.7037037037037037
ographed,19,19,1.0
matte,19,20,0.95
contain,19,19,1.0
ery,19,25,0.76
levels,19,23,0.8260869565217391
ively,19,25,0.76
pless,19,20,0.95
china,19,25,0.76
zy,19,21,0.9047619047619048
myers,19,21,0.9047619047619048
neck,19,23,0.8260869565217391
breath,19,28,0.6785714285714286
unc,19,22,0.8636363636363636
depicted,19,21,0.9047619047619048
qualities,19,22,0.8636363636363636
revelation,19,23,0.8260869565217391
todd,19,22,0.8636363636363636
proud,19,24,0.7916666666666666
julia,19,24,0.7916666666666666
sidney,19,20,0.95
lane,19,22,0.8636363636363636
mars,19,23,0.8260869565217391
aliens,19,25,0.76
buried,19,24,0.7916666666666666
hes,19,27,0.7037037037037037
barbara,19,19,1.0
helping,19,24,0.7916666666666666
chen,19,22,0.8636363636363636
priest,19,19,1.0
consists,19,20,0.95
ains,19,21,0.9047619047619048
nicholson,19,19,1.0
bor,19,22,0.8636363636363636
imagery,19,25,0.76
grew,19,24,0.7916666666666666
troubled,19,23,0.8260869565217391
slave,19,19,1.0
dill,19,22,0.8636363636363636
iran,19,22,0.8636363636363636
rachel,18,22,0.8181818181818182
ave,18,21,0.8571428571428571
doc,18,20,0.9
psych,18,19,0.9473684210526315
designs,18,19,0.9473684210526315
jesus,18,33,0.5454545454545454
causes,18,22,0.8181818181818182
vietnam,18,19,0.9473684210526315
mountains,18,20,0.9
chick,18,19,0.9473684210526315
rend,18,22,0.8181818181818182
birth,18,24,0.75
prior,18,21,0.8571428571428571
settings,18,22,0.8181818181818182
distract,18,21,0.8571428571428571
finished,18,25,0.72
gripping,18,26,0.6923076923076923
dear,18,18,1.0
sensitive,18,23,0.782608695652174
content,18,30,0.6
pos,18,19,0.9473684210526315
blame,18,20,0.9
juvenile,18,18,1.0
marry,18,21,0.8571428571428571
aunt,18,23,0.782608695652174
struck,18,18,1.0
relate,18,27,0.6666666666666666
bodies,18,23,0.782608695652174
timing,18,22,0.8181818181818182
unable,18,28,0.6428571428571429
douglas,18,24,0.75
buff,18,26,0.6923076923076923
bal,18,20,0.9
calling,18,22,0.8181818181818182
striking,18,19,0.9473684210526315
preston,18,19,0.9473684210526315
fbi,18,22,0.8181818181818182
buddy,18,24,0.75
chair,18,23,0.782608695652174
thirty,18,21,0.8571428571428571
scripts,18,19,0.9473684210526315
substance,18,25,0.72
sey,18,23,0.782608695652174
horribly,18,21,0.8571428571428571
oms,18,23,0.782608695652174
walked,18,19,0.9473684210526315
vast,18,21,0.8571428571428571
och,18,22,0.8181818181818182
pitt,18,22,0.8181818181818182
ushing,18,18,1.0
horses,18,19,0.9473684210526315
theory,18,23,0.782608695652174
maker,18,26,0.6923076923076923
suits,18,19,0.9473684210526315
arnold,18,22,0.8181818181818182
tight,18,27,0.6666666666666666
cow,18,24,0.75
tor,18,18,1.0
#,18,25,0.72
deb,18,18,1.0
sucks,18,30,0.6
raj,18,22,0.8181818181818182
ruin,18,30,0.6
ancy,18,22,0.8181818181818182
ift,18,19,0.9473684210526315
steals,18,27,0.6666666666666666
unn,18,21,0.8571428571428571
thoughts,18,30,0.6
lisa,18,24,0.75
aforementioned,18,20,0.9
exc,18,20,0.9
jessica,18,22,0.8181818181818182
knock,18,27,0.6666666666666666
ghosts,18,23,0.782608695652174
reviewer,18,21,0.8571428571428571
connected,18,20,0.9
russian,18,25,0.72
thousands,18,23,0.782608695652174
smile,18,41,0.43902439024390244
countless,18,22,0.8181818181818182
throwing,18,19,0.9473684210526315
blown,18,26,0.6923076923076923
passing,18,24,0.75
hired,18,22,0.8181818181818182
department,18,26,0.6923076923076923
attacks,18,21,0.8571428571428571
prof,18,22,0.8181818181818182
phillip,18,18,1.0
creators,18,20,0.9
corrupt,18,19,0.9473684210526315
wow,18,36,0.5
ole,18,18,1.0
graphics,18,27,0.6666666666666666
learns,18,26,0.6923076923076923
placed,18,20,0.9
evening,18,25,0.72
fears,18,22,0.8181818181818182
