query,perplexity,prediction,model
"Witchy Hildegard Knef traps a group of people in an isolated hotel and picks them off one by one in twisted, disgusting ways. I thought I'd seen it all until one unfortunate man here is crucified and then has his head set on fire. Hildy is quite the prankster too: she takes a nagging harpy and sews her mouth shut...then hangs her upside down in the chimney just in time for a roaring fire! ""Witchery"" made me sick. It made my eyes hurt. I was ready to write it off as the worst movie ever-ever-ever made by otherwise competent people...until the finale. I have to admit I loved the ending. It involves a boy and his toy tape-recorder cornered by Linda Blair looking fantastically possessed. The scene only lasts for about a minute and the movie's over, but you know that old saying: ""If you've got a great ending, people will forgive you for just about anything!""",46.88968229929719,"..,,azeazeairy..ner the creature of wolves in a alley area. then them up. by one. a ways twisted ways.
'm it was write it all before I of night came in caughtified for his the his head cut on fire.
ilar is H a a characterster..
's a pictureug feelingpoon to makesizes it hair shut. and she up head down. a middleney. to time to the big fire to
Iitchy"" is me think.
's me heart water. I was so to die a off as a worst movie ever made but.ever-. a great people. but I next. I was to admit, was it ending. I was a lot who his wife, recordertorder,nered by a and, forastically at. The boy is gets about a 10 minute, a ending is ending. but I can what's saying that ""You you can got a good idea, you will love you."" it one anything.""",custom_50%
"A really very bad movie, with a very few good moments or qualities.<br /><br />It starts off with pregnant Linda Blair, who runs down a hallways to flee what might be monsters or people with pitchforks, I'm not sure. She jumps through a window and wakes up, and we see she is very pregnant. The degree to which she is pregnant varies widely throughout the movie.<br /><br />She and an annoying and possibly retarded little boy who I thought was her son travel to an abandoned hotel on an island. Italian horror directors find the most irritating little boys to put in their movies! On the island already are David Hasselhoff and his German-speaking virgin girlfriend (you know how Germans are said to love Hasselhoff...). He's taking photographs, and she's translating an esoteric German book about witches, I think.<br /><br />Also traveling to the island are an older couple who have purchased it, and a real estate agent, and a woman I thought was their daughter. Evidently she was an architect, and Linda Blair and the boy are the older couple's children. I guess they all traveled to the island together, but it really seemed like Linda and the boy were apart from the rest of them (maybe they were filmed separately).<br /><br />The hotel seems neat, certainly from the exteriors, but it isn't used to any great effect. An old woman in bad makeup and a black cloak keeps appearing to the boy and chants something in German sometimes, which he eventually records on his Sesame Street tape recorder.<br /><br />People start getting killed, either in their dreams, or sucked into hell or something. Some of these gore scenes are OK, but not enough to recommend the movie. Though the copy I watched stated it is uncut on the box cover, the death of one character whose veins explode really seems to have been cut. Much of the scene is showing another character's reaction shots, since we're not seeing anything ourselves. The creepiest scene is one in which a man or demon with a really messy-looking wound of a mouth rapes someone. He looked particularly nasty. There's a laughably and painfully bad scene in which Linda Blair is possessed. I wish if a horror movie is going to cast her, they would do something original with her role, and let her leave Exorcist behind her (except for the yearly horror conventions).<br /><br />In the weird, largely Italian, tradition of claiming to be a sequel to something it is unrelated to, this is also AKA La Casa 4 and Ghosthouse 2. That is, it is supposedly a sequel to Casa 3 - Ghosthouse, La (1988) - it's not (that's also a better movie than this one). La Casa 1 and two were The Evil Dead (1981) and Evil Dead II (1987) - again unrelated to Witchery and La Casa 3 (and much better than those). There's also a Casa 5, La (1990) AKA House 5, which seems to want to be a sequel to the fake La Casa series and the series House: House (1986) House II: The Second Story (1987), The Horror Show (1989) AKA House III, and House IV (1992). How's The Horror Show fit in there? It doesn't really, it claimed to be a sequel, thus requiring the real series entry to renumber itself to cause less (or more?) confusion. Oddly, The Horror Show is also AKA Horror House, and La Casa 5 is also AKA Horror House 2. Does your head hurt yet?",46.034545047274506,".. good thing. but a lot lot twists ones. moments thatbrbr><br /> <'s with with a women,, who is a a roadways of find the she be a. a. aforks. and think told sure if She's out the window and gets up in and she see her's in drunk. She movie of which she is pregnant is from, the movie,br />><br />The is her older little annoying abusive man girl are is think was a best are to the abandoned farm, a island in They, movie like this hotel disturbing and boy in be on the place, The the other,, the andselhoff and his wife wifespeaking wife wife,who can, they are supposed to be theirhoffhoff's?) The is a her of and I's taking them English book language into the and and think.br /><br />She, to an island is the old man, are been a from and they young- agent who who a couple who thought was a daughter. Theidently, is a old, and she is is her other are both only couple. children. The'm they are have to Italy island to. and I's doesn like they and the other were going. the rest of the.and because were just together). Thebr /><br /> < couple is to, but not the looksuberiors. but the's't the for the of effect. The old man who a-, a very dress is the in be camera, his "" about Italian.. but is doesn learns. a phone- Street tape recorder.br /><br />The seem to really in and by the own or or in into the. something. The of them people- are pretty, but the as to make it movie. The it movie of bought was that was aut, DVD DVD,, I movie scene the of is name were in makes to be been a off The like the movie is cut the character, body to, but the're not seeing the in. The onlyiness part is when where which a man is woman is a gun big facelooking face is a wound is a, The's like bad in The's a lot line bad horribly funny scene in which a is is seen by It think I I movie movie had about to be a as it'd have it like and the.. but not her play thecalist...which for the fact Halloween movie). Ibr /><br />I the endest weird un- world of the that be a Christian to a,'s not to, the is a aA the Va de. it in.. The's, if's a a sequel to thea 4, buthouse 2 but Casand) and and is a.yet's a a sequel word, Cas one, The isa 4 is Ghost are released Devil Dead 2which) and The Dead 2 (1982). and they, to the 3. the (a..1988 possibly, than this two The are also a scenea 4 ( which Cas1988) andA the of, and is to be to be a sequel to the original Cas (a 4, is real that 5 The of1991) and ( ( The Evil Death (1987) and House of (1988), andA House:: AK House IV,1989). The many that Evil Show going into with? It's't. have but's to be a sequel to but it a original House to to beounce it. the confusion confusionor no) confusion. Thely enough it Horror Show is not theA House Show, which it is 3 3 is the AKA House House.. I this movie explode??",custom_50%
"This film features two of my favorite guilty pleasures. Sure, the effects are laughable, the story confused, but just watching Hasselhoff in his Knight Rider days is always fun. I especially like the old hotel they used to shoot this in, it added to what little suspense was mustered. Give it a 3.",177.15049980428586," is is is is of of characters movies characters
, I game are great, but sound is, and it as itbrohoff's the underwear of uniform, like a.
'm like the way- scene call to call in time. which's a the I I I thereered.
 it a try.",custom_50%
"I watched this movie purely for the setting. It was filmed in an old hotel that a friend owns shares of. The plot was predictable, the acting was mediorcre at best, the scares were all gross-outs, not true scares.<br /><br />I don't remember much of the plot, and I think that's because there wasn't much of one to remember. They didn't even use the hotel to it's fullest potential...The beaches are fantastic and the hotel is situated on a peninsula. At low tide, you can walk almost 1/4 mile into the bay, which is actually an eerie sight first thing in the morning or late at night when the wind is howling through the cracks.<br /><br />The best way to see this movie is with the remote in your hand so you can fast forward through the action (and I'm using that term loosly)scenes and pause at the beauty of the surroundings!",41.34264904249557,".. the the for for the the I was a in the area school in was couple of. in. The hotel is to, but characters was gooditative toations best, and characters were just over,out, and to..br><><br />I'm't know the about the movie, but I don it's because I was't much to it. go. I were't have have the word's get, fullest extent. I movie were pretty, the scenery is a in a hill. The the tide, it can see around anywhere,2 mile to the beach and and is a quite amazing feeling.. in the morning. early at night. you sun is blowingling. the air inbr />><br />The beach part to get the is is to a naked control your hand. you can see forward to the movie andyou the'm not the as looselyly because and. see to the end of the beach.",custom_50%
"This only gets bashed because it stars David Hasselhoff. Well, then let me bash it to. Compared to the garbage they call horror coming out nowadays, this film isn't too bad. It has the beautiful Leslie Cumming. She is super hot, but can't talk very well. There is a great scene with her when she is supernaturally raped. She shows off her nice body. Linda Blair does nothing here as well as Hasselhoff. 3/10",135.66045646598684," is is makes makes worse worse it it Beckham Beckhamselsel
, it,'s tell you. the
 to the other that put "", from of, this is is't as bad. It's a same cinem Jonesming and It's a cute and and she't get. well. She is a lot scene where her and she is in-aturally beautiful by It is up her breasts body and She is is a but. she. shehoffhoff. She.10",custom_50%
"We brought this film as a joke for a friend, and could of been our worst joke to play. The film is barely watchable, and the acting is dire. The worst child actor ever used and Hasslehoff giving a substandard performance. The plot is disgraceful and at points we was so bored we was wondering what the hell was going on. It tries to be gruesome in places but is just laughable.<br /><br />Just terrible",116.67995729307111," have have in in to to,, the the and I not been a first nightmare ever date.
 first was a aable, and the characters is not. The film part actor I, to theler is is a performance- performance.
 worst is soful and the times it are forced disgusted that couldn forced if the hell was going on.
 was to be funny, its, it so as inbr />><br />The because",custom_50%
"Humm, an Italian movie starred by David hasselhoff and Linda Blair, I wasn´t expecting very much, to be honest and in fact, I took even less than I was expecting. It doesn´t mean this movie is the worst I have seen because I have watched worse things than this but the plot was most of the times confusing and uninteresting and some good gore scenes are the only thing saving this. Apart from that you are going to love some special effects, they are really cheesy and bad. Now I only want to watch ""Troll 3"" by this same director, sure it is not going to be worse than that.",63.17651908288839,".. who who American star in Michael F been been, the,. who'm'tt sure to much. but say able. I a, I was it more interest I should expecting. I was'tt matter I is is bad best movie´ ever in it have seen it movies. this one it movie is so interesting the time very and theinteresting. the of things was were just only thing that the movie
 from that, can left to have this of effects and some are very good and I but The I am have to say theThealess"" but the guy name. but it is a a to be a than this but",custom_50%
I and a friend rented this movie. We both found the movie soundtrack and production techniques to be lagging. The movie's plot appeared to drag on throughout with little surprise in the ending. We both agreed that the movie could have been compressed into roughly an hour giving it more suspense and moving plot.,111.11794878665134,".. I I were a theater I were had it book interesting and it values to be very very behind I music was pacing was to be on for the the to. the end.
 were felt that the ending was have been a into a two hour and us a time and more the points",custom_50%
"I'm gettin' sick of movies that sound entertaining in a one-line synopsis then end up being equal to what you'd find in the bottom center of a compost heap.<br /><br />Who knows: ""Witchery"" may have sounded interesting in a pitch to the studios, even with a ""big name cast"" (like Blair and Hasselhoff - wink-wink, nudge-nudge) and the effervescent likes of Hildegard Knef (I dunno, some woman...).<br /><br />But on film, it just falls apart faster than a papier-mache sculpture in a rainstorm. Seems these unfortunate folks are trapped in an island mansion off the Eastern seaboard, and one of them (a woman, I'd guess) is being targeted by a satanic cult to bear the child of hell while the others are offed in grotesque, tortuous ways. <br /><br />Okay, right there you have a cross-section of plots from ""The Exorcist"", ""The Omen"", ""Ten Little Indians"" and a few other lesser movies in the satanic-worshippers-run-amok line. None of it is very entertaining and for the most part, you'll cringe your way from scene to scene until it's over.<br /><br />No, not even Linda Blair and David Hasselhoff help matters much. They're just in it to pick up a paycheck and don't seem very intent on giving it their ""all"". <br /><br />From the looks of it, Hasselhoff probably wishes he were back on the beack with Pam Anderson (and who can blame him?) and Linda... well, who knows; a celebrity PETA benefit or pro-am golf tour or whatever it is she's in to nowadays.<br /><br />And the torture scenes! Ecchhhh. You'll see people get their mouths sewn shut, dangled up inside roaring fireplaces, strung up in trees during a violent storm, vessels bursting out of their necks, etc, etc. Sheesh, and I thought ""Mark of the Devil"" was the most sadistic movie I'd seen....<br /><br />Don't bother. It's not worth your time. I can't believe I told you as much as I did. If you do watch it, just see if you can count the cliches. And yes, Blair gets possessed, as if you didn't see THAT coming down Main Street followed by a marching band.<br /><br />No stars. ""Witchery"" - these witches will give you itches.",43.26952760782832,"..tintintintin of and are like, a way waynote sentence, I up with a parts the you're expect in a real of of the large pile.br /><br /> <ops, YouIalking"""" is be been like to the way- the audience, but if the fewW budget"""" likelike "" Witch Davidselhoff), who winkwink). winkudge-wudge). in a factervescent "" of "".egard,ainchtlerwho'm, I of in). Butbr />><br /> < it the, it's sounds apart. than you carar-mâ.. a moviestorm. And like days people are just in a endless of, the coast coastaboard. and the of them isthe.) apparently'm guess) is trying held by a groupanic cult. be witness brunt of a. she other ( forced the by the ways gruesomeurous ways. Andbr />><br />
, so.. have it list betweensection of the that theThe Walkingorcist"" ""The Ex."", ""The Command Pigs"", and "" few others things-. the worksanic worldthemedorshiphipping'only-aroundok genre. I of them is particularly good, I that most part, it can just at way through one to scene. you's all.br /><br />And, I that close Ron. her Fselhoff.... They're just the the for get up the few, get't care to interested on doing it to allfull"". Theybr /><br />No the very of things, thebroman is has he could a in the showleaguenow the and andwho maybe knows forget him?) and the and but, she can. maybe lot like. employee would something bonlifeok tournament might something. is.'s doing charge help.br /><br />And then rest of are Istasyym... < know be. cry up heads shutwn shut and andrenched in in a,,, andangled up in a, the fire fire, and of into of the mouths, and. etc. And's. that she'm sheI Ham the Beast"" was a best funistic movie ever've ever in butbr /><br />And't get with It's just even it time. <'m't wait you'm you that much. I did. < you're, it, you remember what you can tell on numberiches. It if, I and a by but she she were't know her.. the Street. by the "" band.br /><br />And,, NoTenalking"""" is the are are not you a.,",custom_50%
"Not like I went in expecting a lot out of it, but I was at least hoping for a fun dumb big budget movie. This isn't even that. This item ranks in the bottom half of all the vampire movies I've ever seen (and believe me, I've seen a lot of them). Bad acting, zero characterization, little to no thought, almost non-existent plot (and that that's there you can drive semi-trucks through the holes in). Sure, it has action and is loud, and has more action, and more noise, and blood, and action... These things alone do not make a good (or even halfway decent) movie. Beats me how some people can say this is the best vampire movie ever made--all I can assume is they haven't seen many. I suggest seeing Near Dark instead.",45.75929200054162," the the'm'm to this this this of this. but I'm pleasantly a expecting for a good experienceass- movie.
 is't it the.
 is is in the top of of the the items items.'ve seen seen.and I me, I've seen a lot of them).
., bad dialogue, and to no action process and no-existent plot.I a's's not for have see home-consciousruckcks to the city in the
, there's a, a a, but it a than than but it action, but more, and more, but are are are not make a movie movieor bad a decent) game.
 the. much of are't that is a best game movie ever made.and the can say is that are't even it of
'm you it the,.",custom_50%
"That snarl...<br /><br />That scowl...<br /><br />The acts of random violence...<br /><br />The gutteral voice...<br /><br />The fetish wear...<br /><br />That shaven head...<br /><br />It can mean only one thing...<br /><br />GRACE JONES IS BACK!<br /><br />Actually my sources tell me that the title role in Blade wasn't played by the 1980s diva, but by Wesley Snipes.<br /><br />All in all this is not an improvement.<br /><br />Blade is an adaptation of a comic character; somehow in the transfer from the simplistic, two-dimensional world of the printed page it has become even more simplistic and lost a couple of dimensions.<br /><br />The plot is hackneyed almost beyond belief and adds nothing to the vampire genre, in fact, much like Nosferatu, it seems to suck the life out of the audience. In brief, upwardly mobile vampire wants to become more powerful but is opposed by Blade, half-human, half-vampire, all annoying. It all climaxes with Blade being put in a vampire juice press, some bad martial arts and the most pitiful CGI since 1968.<br /><br />Blade has to be the least empathic character since Dolph Lundgren's Punisher (also a comic adaptation, perhaps there is a trend here?). Surely the audience is meant to be on the same side as the 'hero'? And whilst a vampire can be a tragic character, this is not true of Blade, he is relentlessly cruel, scornful and not a whole lot better than the bad guys.<br /><br />I assume that Wesley Snipes has an 'acting' career purely so that everyone else can be compared favourably. As he snarls his way through his movie you find yourself looking for a stake - even a ballpoint pen - anything to put Blade in the grave. <br /><br />As a piece of narcissism, Blade is pretty much unbeatable - we are treated to endless lingering shots of a gym-fresh Snipes for no reason whatsoever. Likewise no other actor is allowed any chance to give a reasonable performance; the likes of Steven Dorff *CAN* act, but they have to play second fiddle to Snipes' tedious performance.<br /><br />Kris Kristofferson used to appear in good movies, here he is reduced to a sidekick that you just know isn't going to make it through to the final reel. And what happens when Blade finds out? Yes, you guessed it, he rushes to the scene to wreak his revenge in the villain's giant underground lair.<br /><br />Why can't world-domination take place in a quiet country house? They always go ahead in underground cathedrals that would have had Albert Speer wondering if they were a little grandiose. A lot of these plans could be stopped right now if local councils paid more attention to plans for extending sub-basements. <br /><br />The rest of the movie is just as dull and unimaginative with nothing new to add to the genre. Vampires have been done to undeath and perhaps they should be laid to rest for a while - at least until someone can think of some way to make them interesting again.<br /><br />To finish, there *IS* a Grace Jones vampire movie, it's called Vamp and it's about ten times better than this.",33.01332480632317," is isarkarkbrbr><br /> <'sowl was thatbr />><br />That sound of theness are arebr /><br />The actsory, sp of<br /><br />The gisticiness<br /><br />The theiver face...<br /><br />That's't anything one thing:<br /><br />ItRR:OUR: THE!<br /><br /><, name say me that the only of is this Runner't a by a sames,a, but by the Snipes.br /><br />I the all, is a a accurate onbr /><br />I is a action of the novel book from it it the end of the original, to-dimensional world of the comic comic to's a a more complex. more its lot of key.br /><br />It original is aneyed and to recognition, the a to the story story. but fact it it of theferatu's the's to be. blood out of the reader. The fact, it of mobile, fans to be a powerful and is forced by the's who-human half half-humanampire. half of and He's comeses in Blade's forced in a cage's box and and of guy arts, a end brutaliful of. the'sbr /><br />The is a be the most interestingpat of in theune Lundgren, Theisher.which known half book of but)'s a better for). He the only would going to be empath Blade side page as Blade characterreal' I if the lot is be a good figure, it is not a of Blade. who is a trying and andful and cruel only good lot of than the other guy.br /><br />The think that the isipes is a ideaI' in, because he he can can see a toably to I for saidarls, way through the own, can yourself wondering at the way in a if small - pen - in that make your in. game. Ibr /><br />I for fan of workism, Blade is a much theable. he're told to a mont flashbacks of him mannasmate,arl, the reason other, He, one character has as to sort of be us performance performance. the only of Michael Sesey,is* be, but only are to be the fiddle to thearl. character,.br /><br />Theiller,offerson is to be in a films, but he is in to a merekick and is can can is't going to work it. the the end cut. < while a when you is out that He, he get it, he is to the bathroom, getak havoc vengeance. the most's face, lair.br /><br />The is't he-wearinating be place in a world,?? Well're have to and the,hedrals, are be been a Einsteiner's what he were in real too.ose. < little of people are are have made by there, the politicians were for attention to the for the thewaysSaharanements to <br /><br />The only of the movie is a a bad as boringative as the to to say to the mix. Theampires are been around before deathvelop for the the are be done to rest. good while, but least until the gets figure of something way to make them stop..br /><br />The be off I isis* a lotful movie movie. but is a 'ampiresir it's about a minutes better than the.",custom_50%
"generally speaking I don't make negative comments on here. But since this is a festival piece, I don't want you to waste your time when you could see something else that might not be playing again.<br /><br />I thought the actors were pretty bad. For instance, they totally didn't play off each other, rather, they waited to RECITE their lines which were pretty poor to begin with. The dialogue sounded really forced. Norman or whatever his name tried, or so it would appear, to be witty and biting in the lines he chose but just fell really short.<br /><br />After words he asked if anyone saw the ending coming and some people were all ""yea"", and he all but called them liars. Look there were so many clues, the biggest being a briefcase full of cash for a $500 an hour whore. I mean the john gave her at least 20g's... tell tale sign. Now no you couldn't see exactly what was going to happen but by the time the twist actually occurred, I for one, didn't even care. I was just glad to get out of there. I asked him which draft he shot and he said 8.1, maybe next time he will wait to shoot 'til 15.3 cause this needed a lot of work.<br /><br />But he seemed like a fairly nice guy, he is making his own films, he'll probably get better and I hope he does, not in a snotty way either, I mean it, I wish him luck. Just remember, this is just my opinion.",42.88913794632205,"..,'m't think any comments about the. I I I is a very,, I'll't want to to get your time on you're be the that. you be be there..br />><br /> <'m you game were great good, I example, the were screwed't have the the other. and than they played for seeORD each roles. was so much. me with. I actors was like bad and I was Norman, name was to he tried I seemed seem. but be a and funny. a end. was to it didn flat flat.br />><br />
 a like was if he had him man of, he of said like likeIa, but then said said said it ""ars. He at's a many people that and only one that fewcase with of money and the few100 check hour job. Norman don, guy was him a least $ dollars of of and me.. The, one didn't, the what he going on happen, you the time she door was happened Norman the was one was was't think know. I was just waiting that see the of there. I was Norman if one he was and he said he or He. and even year.'ll shoot for see item he. He. he is to lot of work.br /><br />He he said to a good good guy and he was a a own decisions and he is be be a with better'm he gets. he sure the badordty way,. but'm he's he'm he luck, He a, he is a a opinion,",custom_50%
"This show should be titled, ""When Bad Writing Happens To Good Actors"" considering most of the players have demonstrated immense talent in other venues, e.g. Andre Braugher in Homicide: Life on the Street and David Morse in St. Elsewhere. I'm hoping that the frenetic pacing of the show is adjusted as the series develops along with the obvious cliches and dialogue so absurd I wondered just how stupid the writers imagined the core audience to be. We're beat over the head with the main points of this show instead of being left to gradually figure it out, almost as if the writers feel that they must spell out that the main character is some sort of avenging angel, sentenced to redeem himself from sins, both venial and mortal, via butting into his cab fares many affairs. Watching the premiere required much suspension of disbelief, that Mike Olshanskey's fares would so rapidly spill their guts and he would feel driven to intervene in the lives of utter strangers. That he possesses those ""Super-Cop"" abilities, to be all things to all people, weapons expert, martial arts master, psychologist, father-confessor, locksmith, and so on, ad infinitum. Pure drivelesque fantasy. What is it about recent televisions shows based in Philidelphia that they all seem to be imbued with a nasty ex-wife and a very disrepectfully bratty child? Overdone. I wanted to like this show, really I did, because it had the virtue of having a premise slightly different than many of the clones appearing in this season's fare and it stars some of my preferred actors. But I'm afraid this is just another possibly good idea ruined by careless execution.",68.88143991392408," is is be be be ""The the the theensensens Writersors."" by the of the actors are been a talent and their fields. and.g. the theugher, theicide, Life on the Street, the Lynch in Thealker Vincentwhere.
 hope sure that the showetic pace of the show will a to well show progresses. with the new changesiches of clich. that that can if how much this show were it show of would be.
're not up the head with the usual characters of the show, of the able to the learn out out. and like if they audience were like they're be out the they audience characters is a sort of ""ger angel. or to deathing by the of or physicalal and mortal. and a one heads the ownaret. times.
 this show, me more of disbelief, and is andivaansky is's character are be much become over guts that that'd be like to do in the affairs of the strangers,
's would such qualitiesfnaturalC"" skills, and the sure things to all people, is to, and artist master, and, and ofofessor, andmith, and so on, isheresinitum,
 andvel,..
 a it about this Americanangel that that on theomenphia that makes are seem to be soued with the sense senseubergirlfriend? a bad badinterestedputableful unashty,?
 the,
'm to see this show, but, wanted, but it's a potential of being a good that more from the of the other, in the show. show. the had a of the favorite characters. I I also not I is not a example- thing. by the and.",custom_50%
"I thought maybe... maybe this could be good. An early appearance by the Re-Animator (Jeffery Combs); many homage's to old horror movies; the Troma label on the front this movie could be a gem! I thought wrong.<br /><br />Frightmare is a boring, overplayed, half assed homage to the fright films of yore. The story is an old one, young people breaking into a house, getting drunk, making love, and tampering with things that shouldn't be tampered with. The oft  recycled slasher film formula is used here, this time with a thought to be dead actor named Conrad Radzoff doing the killing. In fact, the performance by the Radzoff's actor Ferdy Mayne is the only redeeming quality of this film. He does the snooty Dracula style character very well. But as for the kids, its not so good, with Combs only having a minimal part.<br /><br />The film lacks entertainment value, and only features one cool character, and one or two scenes that can hold your attention. I do not recommend this film unless you are desperate for something to watch, and this is the only movie left at blockbuster.",62.01044873543788,".. it it I was be a for I old morning of the new newapersator,whorey)bs) a of to to the- films. and first--, the cover cover�
 is is be a classic.
 think maybe.br /><br />Iunnyened is a horror, boring-, and-,, to the oldful of theore. It main is a amalg-, but and are into the house to and into, and out, and then with the. are't be therepered with. The only-�� ""asher movie, is a to to but time to a twistless the more.. John.cliffeinsky. a voice. The the, it whole is Conrad actorzoff character character isris is is is so only oneing quality of the film. The's a jobarky, thing, work well, The the the the rest, they a that much. they thebs and playing a few role.br />><br />The only is a value, with the a a or character, the that of two bad that are be up attention. The think not think this film to you are a for a to watch. and I is a only one I that the prices",custom_50%
"1983's ""Frightmare"" is an odd little film. The director seems to be trying to combine the atmosphere of classic '30s/'40s style horror movies with the shock factor of the then-exploding '80s slasher genre. It isn't totally successful (mostly due to very obvious budgetary restraints, and the less-than-professional caliber of its cast of young actors) but it still has its moments, mostly due to the classy performance (classier than the movie deserves) by the late German actor Ferdinand Mayne, who plays an aging old time horror movie star (ala Vincent Price) named ""Conrad Ratzoff."" At the beginning of the movie we meet the has-been horror star as he's shooting a commercial for dentures and we quickly learn that ol' Conrad is a bit of a hoity-toity, prima donna jerk-off. Just when you think he couldn't be any more un-likable, the commercial director berates Conrad for blowing a take for the umpteenth time and the old goat pushes him off a balcony to his death. Nice, huh? Conrad then visits some fans at a college campus horror movie club, unfortunately he suffers a heart attack in the middle of his speech to them and eventually ends up back at his mansion waiting to die. Still feisty even at Death's door, he manages to do away with a despised business associate by smothering him with a pillow before he finally kicks the bucket himself. Conrad is then laid to rest in true Hollywood style in a high tech neon tomb with video screens above the casket, which will play personal video messages from Conrad himself for visitors who enter to pay their respects.<br /><br />It is at this point that the kids from the college Horror Movie Society decide to pay Conrad's grave an after hours visit, breaking into the tomb and taking his body back home with them for an all night party. (Not exactly my idea of fun, but hey, these are characters in an '80s horror film. Logic has no place here.) The college kids spend the evening having dinner with Conrad's body seated in a place of honor, posing for photos with it and even dancing around the room with it, before parking Conrad and his coffin in the attic, planning to return him to his crypt in the morning. In the meantime, Mrs. Ratzoff, distraught over the theft of her husband's body, has called in a psychic friend to try and ""reach"" Conrad through a seance. You can pretty much figure out the rest from here. Since Conrad wasn't a very nice guy in life, it's not much of a stretch to assume that he won't be any friendlier in death. Psychic Lady makes contact with Conrad and he re-awakens in predictably ticked off fashion, then spends the rest of the movie strolling around the corridors of the students' ridiculously huge house, picking off the young grave robbers one by one. This is where the movie falls apart. Endless scenes of teens wandering around empty hallways saying ""Hello? Is anyone there?"" are intercut with occasional bursts of violence (we do get a pretty gnarly decapitation scene, which is the highlight of the movie) before the last two survivors finally figure out (WAY later than any semi-intelligent people would have figured out the same thing...but again, we're in an '80s horror film!) that the only way to stop the mayhem is to get Conrad's body back to its crypt where it belongs. The sluggish pacing is padded out with a lot of weird lighting and dry ice fog effects backed by a soundtrack made up almost entirely of sound effects rather than music(thunder, moans and groans, howls, etc.) that becomes severely annoying after a while.<br /><br />I can't really recommend ""Frightmare"" to anyone who didn't grow up watching cheap movies like this on late night cable back in the '80s. ""Modern Horror"" fans will doubtlessly find ""Frightmare"" incredibly slow moving and goofy. If you came of age in that magical decade, however, you may get a blast of nostalgia from ""Frightmare."" Fans of Jeffrey (""Re-Animator"") Combs may also want to check it out, as the future Dr. West appears in an early role here as one of the unlucky film students.<br /><br />I will advise the reader to avoid the version of this film on the EastWestDVD label (paired with Roy Ward's ""Vault of Horror"" and sold at dollar stores) because the print quality is terrible. I'm told the film has gotten a deluxe release via the fine folks at Troma, which seems appropriate. If you're a Troma kind of person then ""Frightmare"" will be right up your alley.",34.34839271314392,"..TheTheThe"" and a example example example that It film, to have trying to make the best of a horror80s movies'40s films with with with a modern and of the '-newoding,80s.asher genre.
's't a a,the because to the poor flaws issues), but the fact-than-stellar cast of the cast), characters actors), but it's has a place. and because to the fact, ofandically than most rest's) of the director- director, vonr. who plays the older, many star star namedplayed the D) who KarlBstant""cliffeinger.""
 the end of the film, see Rat young-been, star, a tries trying a movie for aistry. a see learn that he' Rat Rat a big of a jerk--toity guy anda donna..off. He like we think you's't get more more ofhingAmericanable, he character is (ates him for being up hole- a camerapteenth time. he director man- him off the cliff. get death. The job but?
 is goes the of and a local party and convention theater and where for's a heart attack and the process of the performance and the. is dies up in in the old. for be.
,isty and though this's door, he's to get a with the few fan partner and usingackinging her with a bottle. he can gets the door..
 then a seen to rest in a Death fashion, the hotel- hotel coffinstone a cameras and the entranceasket. a is be a music games to the's. the to want the see for respects.br />><br /> <'s a this point that we director are the club club Movie Club come to take their a funerallly homage- visit. and the his grave and taking him body to to. them. a after out party. TheThe to a style of a, but I, I kids the who a adult80s movie movie.) I is it place in.) The kids Horror are the night in a with the and family, in a chair where his and and for pictures with him and then having to it grave. it. all finally it's his body in the back. where to bury to to his family. the morning. The the end, the. Dcliffeinger is the over the death of her son's body, decides decided the the friend to to help and helpfix out Conrad's the psychiccluded. The know see much see out what psychic of the. The the's't in real good guy, the, he's not like of a surprise to assume that he was't be around kind to to the. The friends: a with the's she's-entakens to his badlish off fashion, with goes the next of the night tryingoned around the house of the college' dorm haunted dorm, looking up the dead people- and by one, The is the the movie ends apart. The, of the and around the roomsways, ""I, What that there?"" and replacedsp with the flashbacks of dialogue,the're get a few goodarly sceneitation scene, but is a only of the movie). and the movie scene minutes are get out thatand TO than I of-seriousense, I have guessed out) whole thing)) it, I're not the alternate80s era movie, that they whole way to get the zombies is to kill rid to body back to his rightful. it belongs. The only pacing of a by by a few of unnecessary, and a-,,, up a lot that by of entirely of the effects. than the.whichats, thunderans, screamsans, etcling and screams.). and is a annoying as a while.br />><br />The'm't help say thisFaremare"" enough anyone,'s't already up with "", like "". TV night TV. in the day90s. ItF Horror Story is will probablylessly be itFrightmare"" to entertaining and and boring, It you're to age in the era time, you, you'll have a little of "" for thisFrightmare"" The of "" DahThevengeAnimator"") andbs will find find to check out out. as it film of. Frankenstein is to the episode version in. a of the main survivors's.br /><br />""'m admit you reader to watch the "" of "" review that DVD internet Coast. site.whichused with the's's ""Fampire of the"" and "" separately a stores) if it original version is not. The've not that film is a a lotuxe edition, the DVD folks at theoho, but is to given The you're looking fanroma fan of person, youFrightmare"" is be a up your alley.",custom_50%
